MelingoId,Pos,Entry,TranslationFull,TranslationFlash,CorrectAns,CorrectAns2,CorrectAns3,Distractor1,Distractor2,Distractor3,DistractorEN1,DistractorEN2,DistractorEN3,UsageNote,Succeed,Failed,PronunciationFile,ImageFile,ManualEdit,LastUpadte,UsageNodeType,,,,,,,,,,,,
13589,1,capon,capón,,capón,,,cajón,cañón,capó,,,,,,,1,,,,3,,,,,,,,,,,,
13595,1,cappuccino,capuchino,,capuchino,,,capuchina,campesino,capacidad,,,,,,,/GetSoundByMelingoID/13595,,,12:06.5,3,,,,,,,,,,,,
13601,1,caprice,capricho, antojo,,capricho,,,carrillo,cartucho,caudillo,,,,,,,1,,,,3,,,,,,,,,,,
13602,6,capricious,caprichoso,,caprichoso,,,cadencioso,calamitoso,campechano,,,,,,,1,,,,3,,,,,,,,,,,,
13604,6,Capricorn,de capricornio,,de capricornio,,,descarriado,desgarrador,desnutrido,,,,,,,1,,,,3,,,,,,,,,,,,
13612,0,caps lock (key),(informática) bloqueo de mayúsculas (tecla),,bloqueo de mayúsculas (tecla),,,teclado,techado,techumbre,,,,,,,,,,28:19.7,3,,,,,,,,,,,,
13618,1,capsid,cápside,,cápside,,,cápsula,catarata,criatura,,,,,,,,,,16:24.2,0,,,,,,,,,,,,
13619,8,capsize,hacer volcar; volcar, volcarse,,volcar,,advanced verbs,estrellar,navegar,despegar,,,,,,,/GetSoundByMelingoID/13619,notetype=general usage,,47:54.8,2,,,,,,,,,,,
13621,1,capstan,cabrestante,,cabrestante,,,cubierta,cabriola,cambista,,,,,,,1,,,,3,,,,,,,,,,,,
13626,1,capsule,cápsula (en la farmacéutica y botánica),,cápsula,,,consulado,consultor,consola,,,,,,,1,,,,3,,,,,,,,,,,,
13630,1,captain,capitán, -tana; jefe, -fa de comedor,,capitán,,,capitanía,capitel,capitolio,,,,,,,1,,,,3,,,,,,,,,,
13637,1,caption,titular, encabezamiento; leyenda (al pie de una ilustración); subtítulo,,titular,,,título,tabulador,titileo,,,,,,,1,,,,3,,,,,,,,,,,
13639,6,captious,criticón,,criticón,,,crítico,caótico,crónico,,,,,,,1,,,,3,,,,,,,,,,,,
13641,8,captivate,cautivar, hechizar, encantar,,cautivar,,,castigar,cultivar,criticar,,,,,,,1,,,,3,,,,,,,,,,
13642,6,captivating,cautivador, hechicero, encantador,,cautivador,,,cultivado,calculador,cartilaginoso,,,,,,,,,,,3,,,,,,,,,,
13644,6,captive,cautivo,,cautivo,,,caótico,cauteloso,cautelar,,,,,,,1,,,,3,,,,,,,,,,,,
13646,1,captivity,cautiverio,,cautiverio,,,cantinero,calendario,campanario,,,,,,,1,,,,3,,,,,,,,,,,,
13648,1,captor,captor, -tora,,captor,,,cantor,captura,castor,,,,,,,1,,,,3,,,,,,,,,,,
13649,1,capture,captura, apresamiento,,captura,,,cantera,cartera,cintura,,,,,,,1,,,,3,,,,,,,,,,,
13653,1,Capuchin,capuchino,,capuchino,,,capuchina,capucha,casucha,,,,,,,/c/capuch03.mp3               ,,,21/09/2016 0:00,3,,,,,,,,,,,,
13657,1,car,automóvil, coche, carro; vagón, coche (de un tren); cabina (de un ascensor),,coche,,transportation,bicicleta,patinete,camión,,,,,,,1,                              ,,33:35.0,3,,,,,,,,,
13663,0,car park,(brit.) estacionamiento,,estacionamiento,,,gestación,tentación,ventanilla,,,,,,,,,,21/09/2016 0:00,3,,,,,,,,,,,,
13665,1,carpool,transporte compartido,,transporte compartido,,,vehículo,trén,avión,,,,,,,                              ,                              ,,57:43.7,3,,,,,,,,,,,,
13667,0,car wash,lavadero de coches, autolavado,,lavadero de coches,,,técnico de coches,cementerio de coches,pintor de coches,,,,,,,,,,34:13.9,2,,,,,,,,,,,
13681,2,Caracas,Caracas,,Caracas,,,caravana,caracol,caracola,,,,,,,1,,,,3,,,,,,,,,,,,
13684,1,carafe,garrafa,,garrafa,,,garrafón,garra,garrobo,,,,,,,1,,,,3,,,,,,,,,,,,
13687,1,caramel,caramelo, azucar quemada,,caramelo,,,caramillo,caracol,caracola,,,,,,,1,,,,3,,,,,,,,,,,
13692,1,carat,quilate,,quilate,,,quijote,quijada,quilla,,,,,,,1,,,,3,,,,,,,,,,,,
13693,1,caravan,caravana,,caravana,,,carabina,cañaveral,caracola,,,,,,,1,,,,3,,,,,,,,,,,,
13698,1,caraway,alcaravea,,alcaravea,,,alcaparra,algarabía,alharaca,,,,,,,1,,,,3,,,,,,,,,,,,
13711,1,carbide,carburo,,carburo,,,cambur,canguro,carbunco,,,,,,,/c/carbid01.mp3               ,,,21/09/2016 0:00,3,,,,,,,,,,,,
13712,1,carbine,carabina,,carabina,,,catalina,calamina,caravana,,,,,,,1,,,,3,,,,,,,,,,,,
13720,1,carbohydrate,carbohidrato, hidrato de carbono,,carbohidrato,,,curiosidad,carboncillo,carburador,,,,,,,1,,,,3,,,,,,,,,,,
13726,1,carbon,carbono,,carbono,,,carbón,carbunco,calzones,,,,,,,1,,,,3,,,,,,,,,,,,
13733,0,carbon copy,copia al carbón; duplicado, copia exacta,,copia al carbón,,,confabulación,contabilidad,copiadora,,,,,,,,,,,3,,,,,,,,,,,
13742,0,carbon paper,papel carbón,,papel carbón,,,pacificación,papel crepé,proclamación,,,,,,,,,,,3,,,,,,,,,,,,
13753,1,carbonate,carbonato,,carbonato,,,carbono,carboncillo,carbonera,,,,,,,1,,,,3,,,,,,,,,,,,
13783,1,carbuncle,carbunco,,carbunco,,,carboncillo,carbonera,carburador,,,,,,,1,,,,3,,,,,,,,,,,,
13788,1,carburetor,carburador,,carburador,,,calculadora,calibrador,carburante,,,,,,,1,,,,3,,,,,,,,,,,,
13793,1,carcass,cuerpo (de un animal muerto),,cuerpo,,,cuerno,cuervo,cuenco,,,,,,,1,,,,3,,,,,,,,,,,,
13797,1,carcinogen,carcinógeno, cancerígeno,,carcinógeno,,,alucinógeno,cancerígeno,carcinoma,,,,,,,1,,,,3,,,,,,,,,,,
13799,6,carcinogenic,carcinogénico,,carcinogénico,,,cartilaginoso,cancerígeno,circunstancial,,,,,,,,,,,3,,,,,,,,,,,,
13801,1,carcinoma,carcinoma,,carcinoma,,,carcinógeno,carbonera,carambola,,,,,,,1,,,,3,,,,,,,,,,,,
13805,1,card,carta, naipe; tarjeta,,tarjeta,,,cheque,moneda,cajero,,,,,,,1,,,29:33.0,3,,,,,,,,,,,
13816,1,cardamom,cardamomo,,cardamomo,,,candado,carcinoma,cardumen,,,,,,,/c/cardam01.mp3               ,,,21/09/2016 0:00,3,,,,,,,,,,,,
13820,1,cardboard,cartón, cartulina,,cartón,,,cartógrafo,cartucho,cartulina,,,,,,,1,,,,3,,,,,,,,,,,
13827,6,cardiac,cardíaco, cardiaco,,cardíaco,,,cordial,calórico,canónico,,,,,,,1,,,,3,,,,,,,,,,,
13832,1,cardigan,cárdigan, chaqueta de punto,,cárdigan,,,candidato,cardenal,ciudadano,,,,,,,1,,,,3,,,,,,,,,,,
13834,6,cardinal,cardinal, fundamental,,cardinal,,,cervical,marginal,maquinal,,,,,,,1,,,,3,,,,,,,,,,,
13838,0,cardinal number,numero cardinal,,numero cardinal,,,puntos cardinales,hacer alarde de,superficialidad,,,,,,,,,,,3,,,,,,,,,,,,
13839,0,cardinal point,punto cardinal,,punto cardinal,,,punto de vista,contrapartida,punto decimal,,,,,,,,,,,3,,,,,,,,,,,,
13852,1,cardiologist,cardiólogo, -ga,,cardiólogo,,,cardiología,carpintero,caudillaje,,,,,,,,,,,3,,,,,,,,,,,
13853,1,cardiology,cardiología,,cardiología,,,cardiólogo,carpintería,carrillo,,,,,,,1,,,,3,,,,,,,,,,,,
13861,6,cardiovascular,cardiovascular,,cardiovascular,,,carcinogénico,cartilaginoso,correo aéreo,,,,,,,1,,,,3,,,,,,,,,,,,
13866,1,care,inquietud, preocupación; cuidado, atención; cargo, cuidado,,cuidado,,,cara,carta,cardo,,,,,,,1,,,29:33.0,3,,,,,,,,,
13871,8,careen,oscilar,balancearse; ir a toda velocidad,,oscilar,,,obligar,vacilar,escalar,,,,,,,1,,,,3,,,,,,,,,,,
13872,1,career,vocación, profesión, carrera,,vocación,,,vacación,votación,locación,,,,,,,1,,,,3,,,,,,,,,,
13876,1,careerist,ambicioso, trepador,,ambicioso,,,ambición,ambiente,anuncio,,,,,,,,,,,3,,,,,,,,,,,
13877,6,carefree,despreocupado,,despreocupado,,,despierto,descremado,desdeñoso,,,,,,,1,,,,3,,,,,,,,,,,,
13878,6,careful,cuidadoso, cauteloso; cuidadoso, esmerado, meticuloso,,cuidadoso,,basic adjectives,nervioso,rígido,tacaño,,,,,,,1,                              ,,16:51.7,3,,,,,,,,,
13879,10,carefully,con cuidado,cuidadosamente,,con cuidado,,,comoquiera,cantidad,enseguida,,,,,,,,,,,3,,,,,,,,,,,
13880,1,carefulness,cuidado, cautela; esmero, meticulosidad,,cuidado,,,ciudadano,ciudadanía,ciudadela,,,,,,,,,,,3,,,,,,,,,,
13881,1,caregiver,persona que cuida a niños o enfermos,,persona que cuida a niños o enfermos,,,persona,personaje,personal,,,,,,,1,,,,3,,,,,,,,,,,,
13882,6,careless,descuidado, negligente,,descuidado,,,responsable,pretencioso,agradable,,,,,,,1,,,46:48.2,3,,,,,,,,,,,
13883,10,carelessly,descuidadamente; despreocupadamente, irresponsablemente, negligentemente,,descuidadamente,,,despuéssde,deemarras,delanteede,,,,,,,,,,21/09/2016 0:00,3,,,,,,,,,,
13884,1,carelessness,descuido, negligencia,,descuido,,,descripción,descubrimiento,descendencia,,,,,,,,,,,3,,,,,,,,,,,
13886,1,caress,caricia,,caricia,,,carioca,carisma,codicia,,,,,,,1,,,,3,,,,,,,,,,,,
13890,1,caressing,caricia,,caricia,,,caricatura,carioca,carisma,,,,,,,,,,,3,,,,,,,,,,,,
13892,1,caret,signo de intercalación,,signo de intercalación,,,signo,siglo,simio,,,,,,,1,,,,3,,,,,,,,,,,,
13893,1,caretaker,conserje; velador, -dora,,conserje; velador,,,conserje,conserva,conservante,,,,,,,1,,,,3,,,,,,,,,,,
13899,1,cargo,cargamento, carga,,cargamento,,,carga,cargo,carla,,,,,,,1,,,,3,,,,,,,,,,,
13906,6,Caribbean,caribeño,,caribeño,,,cariñoso,carguero,cardíaco,,,,,,,1,,,,3,,,,,,,,,,,,
13910,1,caribou,caribu,,caribu,,,caribú,carabina,caraqueño,,,,,,,1,,,,3,,,,,,,,,,,,
13912,1,caricature,caricatura,,caricatura,,,judicatura,caminata,capirotada,,,,,,,1,,,,3,,,,,,,,,,,,
13914,1,caricaturist,caricaturista,,caricaturista,,,caricatura,coleccionista,comicastro,,,,,,,,,,,3,,,,,,,,,,,,
13916,1,caries,caries,,caries,,,cardenal,caricia,caridad,,,,,,,1,,,,3,,,,,,,,,,,,
13918,1,carillon,carillón,,carillón,,,camellón,camilla,camillero,,,,,,,1,,,,3,,,,,,,,,,,,
13923,6,caring,atento, cariñoso,,atento,,,aceitoso,adepto,afecto,,,,,,,,,,21/09/2016 0:00,3,,,,,,,,,,,
13930,1,carline,vieja maléfica, mujer anciana (jerga),,vieja maléfica,,,viejo,viajante,viento,,,,,,,1,,,,3,,,,,,,,,,,
13942,1,carmine,carmín,,carmín,,,carmen,cardenal,carbono,,,,,,,1,,,,3,,,,,,,,,,,,
13945,1,carnage,matanza, carnicería,,matanza,,,celebración,ritual,cosecha,,,,,,,1,,,32:15.0,3,,,,,,,,,,,
13946,6,carnal,carnal,,carnal,,,casual,campal,cargado,,,,,,,1,,,,3,,,,,,,,,,,,
13956,1,carnation,clavel,,clavel,,,clavelito,clavadista,clavado,,,,,,,1,,,,3,,,,,,,,,,,,
13963,1,carnival,carnaval, feria,,carnaval,,,carnada,carnaza,carnívoro,,,,,,,1,,,,3,,,,,,,,,,,
13964,1,carnivore,carnívoro,,carnívoro,,,carnicero,carnaval,carnero,,,,,,,1,,,,3,,,,,,,,,,,,
13965,6,carnivorous,carnívoro,,carnívoro,,,carbonero,carretero,herbívoro,,,,,,,1,,,,3,,,,,,,,,,,,
13970,1,carob,algarrobo (tipo de árbol),,algarrobo,,,altar,armario,acuario,,,,,,,1,,,,3,,,,,,,,,,,,
13972,1,carol,villancico,,villancico,,,villano,villa,violín,,,,,,,1,,,,3,,,,,,,,,,,,
13978,6,Caroline,Carolina,,Carolina,,,carabina,catalina,caravana,,,,,,,/c/caroli01.mp3               ,,,21/09/2016 0:00,3,,,,,,,,,,,,
13985,1,carom,carambola,,carambola,,,caballo,cara,carbono,,,,,,,1,,,,3,,,,,,,,,,,,
13989,6,carotid,carótida,,carótida,,,calórico,canónico,carita,,,,,,,1,,,,3,,,,,,,,,,,,
13996,8,carouse,irse de parranda, irse de juerga,,irse de parranda,,,incendiar,inseminar,insertar,,,,,,,1,,,,3,,,,,,,,,,,
13997,1,carousel,carrusel, tiovivo,,carrusel,,,carretel,carretilla,carraspera,,,,,,,1,,,,3,,,,,,,,,,,
13998,1,carp,carpa,,carpa,,,carga,carla,carta,,,,,,,1,,,,3,,,,,,,,,,,,
14003,0,carpal tunnel syndrome,síndrome del túnel carpiano (medicina),,síndrome del túnel carpiano (medicina),,,lenguaje de programación,poner en tela de juicio,programa de estudios,,,,,,,,,,,3,,,,,,,,,,,,
14005,16,carpe diem,aprovecha el día de hoy,,aprovecha el día de hoy,,,ah,aleluya,alto,,,,,,,1,,,,3,,,,,,,,,,,,
14006,1,carpel,carpelo,,carpelo,,,carnero,carpeta,cartero,,,,,,,1,,,,3,,,,,,,,,,,,
14010,1,carpenter,carpintero, -ra,,carpintero,,professions,presentador,diseñador,bailarín,,,,,,,1,                              ,,21:52.6,3,,,,,,,,,,,
14014,1,carpentry,carpintería,,carpintería,,,carpintero,cancillería,circuitería,,,,,,,1,,,,3,,,,,,,,,,,,
14016,1,carpet,alfombra,,alfombra,,,alborada,albúmina,alfarero,,,,,,,1,,,,3,,,,,,,,,,,,
14026,1,carpetbagger,(figurado, política) oportunista,,oportunista,,,alfarero,sombrero,anciano,,,,,,,,,,08:15.4,0,,,,,,,,,,,
14028,1,carpeting,alfombrado,,alfombrado,,,alfombra,alfombrilla,alborotador,,,,,,,1,,,,3,,,,,,,,,,,,
14040,1,carport,cochera, garaje abierto,,cochera,,,coche,cachetada,cochecito,,,,,,,1,,,,3,,,,,,,,,,,
14047,1,carrefour,encrucijada~ encrucijada, cruce,,encrucijada~ encrucijada,,,encrucijada,encíclica,entrecejo,,,,,,,1,,,,3,,,,,,,,,,,
14049,1,carriage,transporte; porte, postura,,transporte,,,edificio,planta,obrero,,,,,,,1,,,31:08.8,3,,,,,,,,,,,
14059,1,carrier,transportista, empresa de transportes; portador, -dora (de una enfermedad),,transportista,,,trabajo,trance,tratado,,,,,,,1,,,,3,,,,,,,,,,
14062,0,carrier pigeon,paloma mensajera,,paloma mensajera,,,pelota vasca,afloramiento,padecimiento,,,,,,,,,,,3,,,,,,,,,,,,
14065,1,carrion,carroña,,carroña,,,carroñero,carroza,carreta,,,,,,,1,,,,3,,,,,,,,,,,,
14070,1,carrot,zanahoria,,zanahoria,,vegetables,zapallo,coliflor,tomate,,,,,,,1,                              ,,29:54.5,3,,,,,,,,,,,,
14076,1,carry,alcance,,alcance,,,alcalde,alcaide,alfanje,,,,,,,1,,,,3,,,,,,,,,,,,
14083,8,carry on,portarse de manera escandalosa o inapropiada; realizar, ejercer, mantener; seguir, continuar,,seguir,,phrasal verbs,cacarear,apasionar,poblar,,,,,,,1,                              ,,01:23.5,3,,,,,,,,,
14084,8,carry out,llevar a cabo, realizar; cumplir,,llevar a cabo,,phrasal verbs,permitirse disentir,quedarse en blanco,decidir que,,,,,,,1,                              ,,27:21.4,3,,,,,,,,,,,
14087,8,carry the ball,tener el rol o responsabilidad más grande (de un grupo),,tener el rol más grande,,,tomar el sol,tener sentido,tomar el pelo,,,,,,,,,,47:51.4,3,,,,,,,,,,,,
14094,1,carryall,bolsa de viaje,,bolsa de viaje,,,bombardeo,bombardero,boiserie,,,,,,,1,,,,3,,,,,,,,,,,,
14102,1,carry-out,comida para llevar,,comida para llevar,,,comida chatarra,comida china,comida vegana,,,,,,,,,,08:08.5,0,,,,,,,,,,,,
14105,1,cart,carreta, carro, carrito,,carreta,,shopping,grúa,tabique,andamio,,,,,,,1,,,01:18.0,3,,,,,,,,,,
14112,1,cartel,cártel,,cártel,,,cárcel,cartel,cartera,,,,,,,1,,,,3,,,,,,,,,,,,
14114,1,carter,carretero,,carretero,,,carrete,carretel,carreta,,,,,,,/b/bixcar35.mp3               ,,,21/09/2016 0:00,3,,,,,,,,,,,,
14124,1,cartilage,cartílago,,cartílago,,,cartera,calculadora,cantalupo,,,,,,,1,,,,3,,,,,,,,,,,,
14126,6,cartilaginous,cartilaginoso,,cartilaginoso,,,carcinogénico,carbonatado,cancerígeno,,,,,,,1,,,,3,,,,,,,,,,,,
14130,1,cartographer,cartógrafo, -fa,,cartógrafo,,,cartografía,coreógrafo,coreografía,,,,,,,1,,,,3,,,,,,,,,,,
14132,1,cartography,cartografía,,cartografía,,,coreografía,cartógrafo,pornografía,,,,,,,1,,,,3,,,,,,,,,,,,
14134,1,carton,caja de cartón,,caja de cartón,,,caja,cabildeo,candidez,,,,,,,1,,,,3,,,,,,,,,,,,
14135,1,cartoon,chiste (gráfico), caricatura; tira cómica, historieta,,tira cómica,,film,broma,dibujo,libro,,,,,,,1,                              ,,07:22.5,3,,,,,,,,,,
14137,1,cartoonist,caricaturista, dibujante (de chistes),,caricaturista,,,caricatura,carpintería,carpintero,,,,,,,,,,,3,,,,,,,,,,,
14142,1,cartridge,cartucho,,cartucho,,,capricho,cachucha,carbunco,,,,,,,1,,,,3,,,,,,,,,,,,
14148,1,cartwheel,rueda de carreta,,rueda de carreta,,,ruedita,rendimiento,respaldo,,,,,,,1,,,,3,,,,,,,,,,,,
14149,1,cartwright,carretero, -era,,carretero,,,carretera,carcelero,carretel,,,,,,,/b/bixcar39.mp3               ,,,21/09/2016 0:00,3,,,,,,,,,,,
14153,8,carve,tallar (madera), esculpir (piedra), grabar; cortar, trinchar (carne),,tallar,,,callar,fallar,hallar,,,,,,,1,,,,3,,,,,,,,,
14159,1,carver,grabador, tallador; cuchillo de carne,,grabador,,,grabado,gastador,granada,,,,,,,1,,,,3,,,,,,,,,,,
14161,1,carving,(arte) talla, escultura,,talla,,,agalla,toalla,italiano,,,,,,,/c/carvin01.mp3               ,,,21/09/2016 0:00,3,,,,,,,,,,,
14170,1,cascade,cascada, salto de agua,,cascada,,,carcajada,calzada,carnada,,,,,,,1,,,,3,,,,,,,,,,,
14177,1,case,caso; caja; funda, estuche,,caso,,,cabo,calor,casa,,,,,,,1,,,,3,,,,,,,,,,,
14201,1,casement,ventana con bisagras,,ventana con bisagras,,,ventana,ventanal,ventanilla,,,,,,,1,,,,3,,,,,,,,,,,,
14207,1,cash,efectivo, dinero en efectivo,,efectivo,,,efecto,edicto,eructo,,,,,,,1,,,,3,,,,,,,,,,,
14211,0,cash cow,(figurado) gallina de los huevos de oro, vaca lechera, mina de oro,,gallina de los huevos de oro,,,toallita,avellana,agalla,,,,,,,,,,21/09/2016 0:00,3,,,,,,,,,,
14215,8,cash in,liquidar, cobrar; (figurado) aprovechar,,cobrar,,,procesar,rentar,elegir,,,,,,,,,,31:58.0,0,,,,,,,,,,,
14217,1,cash machine,(británico) cajero automático,,cajero automático,,,banco,banquero,banca,,,,,,,,,,04:48.2,2,,,,,,,,,,,,
14227,1,cashew,anacardo,,anacardo,,,anaconda,actuario,asociado,,,,,,,1,,,,3,,,,,,,,,,,,
14231,1,cashier,cajero, -ra,,cajero,,professions,fontanero,político,sastre,,,,,,,1,                              ,,12:51.7,3,,,,,,,,,,,
14235,1,cashmere,cachemir,,cachemir,,,cachetada,cachete,cachiporra,,,,,,,1,,,,3,,,,,,,,,,,,
14243,1,casino,casino,,casino,,,camino,canino,caminata,,,,,,,1,,,,3,,,,,,,,,,,,
14244,1,cask,tonel, barrica, barril,,tonel,,,túnel,tunel,tono,,,,,,,1,,,,3,,,,,,,,,,
14245,1,casket,ataud, féretro,,ataud,,,ataúd,atavío,atacante,,,,,,,1,,,,3,,,,,,,,,,,
14250,1,cassava,mandioca, yuca,,mandioca,,,mandil,mandilón,mantilla,,,,,,,1,,,,3,,,,,,,,,,,
14252,1,casserole,cazuela; guiso, guisado,,cazuela,,,cajuela,camuflaje,cancelación,,,,,,,1,,,,3,,,,,,,,,,,
14254,1,cassette,cassette,,cassette,,,causante,casquete,castañuela,,,,,,,1,,,,3,,,,,,,,,,,,
14265,1,cassock,sotana,,sotana,,,semana,botana,sábana,,,,,,,1,,,,3,,,,,,,,,,,,
14268,6,cast,moldeado,,moldeado,,,molido,mordaz,morado,,,,,,,1,,,,3,,,,,,,,,,,,
14273,0,cast iron,hierro fundido,,hierro fundido,,,hierbabuena,hidroavión,hidrante,,,,,,,,,,,3,,,,,,,,,,,,
14274,8,cast off,desamparar, abandonar,,desamparar,,,desempacar,desempeñar,desagradar,,,,,,,,,,,3,,,,,,,,,,,
14284,1,castanet,castañuela,,castañuela,,,castaña,castaño,carraspera,,,,,,,1,,,,3,,,,,,,,,,,,
14285,6,castaway,náufrago,,náufrago,,,nacarado,neutral,nombrado,,,,,,,1,,,,3,,,,,,,,,,,,
14288,1,caste,casta,,casta,,,castaña,castaño,castor,,,,,,,1,,,,3,,,,,,,,,,,,
14292,1,caster,ruedita (de un mueble),,ruedita,,,rueda,rendija,ruedo,,,,,,,1,,,,3,,,,,,,,,,,,
14293,8,castigate,castigar severamente, censurar, reprobar,,castigar severamente,,,castigar,cautivar,calcinar,,,,,,,1,,,,3,,,,,,,,,,
14298,6,Castilian,castellano,,castellano,,,campechano,capitalino,cautelar,,,,,,,1,,,,3,,,,,,,,,,,,
14300,1,casting,reparto; fundición,,reparto,,,reportaje,recargo,redactor,,,,,,,,,,21/09/2016 0:00,3,,,,,,,,,,,,
14304,1,castle,castillo; torre (en ajedrez),,castillo,,places,monasterio,torre,santuario,,,,,,,1,                              ,,50:56.0,3,,,,,,,,,,,,
14311,6,castoff,desechado,,desechado,,,demacrado,desalmado,desaseado,,,,,,,,,,,3,,,,,,,,,,,,
14323,8,castrate,castrar,,castrar,,,centrar,cartearse,contrariar,,,,,,,1,,,,3,,,,,,,,,,,,
14324,1,castration,castración,,castración,,,coloración,contrición,postración,,,,,,,,,,,3,,,,,,,,,,,,
14327,6,casual,casual, fortuito; indiferente, despreocupado; informal,,casual,,,campal,carnal,castaño,,,,,,,1,,,,3,,,,,,,,,,
14331,10,casually,casualmente,,casualmente,,,bastante,conforme,cerca de,,,,,,,,,,,3,,,,,,,,,,,,
14332,1,casualty,accidente serio, desastre; víctima; baja; herido, -da,,accidente serio,,,accidente,occidente,incidente,,,,,,,1,,,,3,,,,,,,,,,
14337,1,cat,gato, -ta,,gato,,animals,perro,conejo,buey,,,,,,,1,                              ,,19:41.1,3,,,,,,,,,,,
14341,0,cat gets one's tongue,(figurado) el gato le comió la lengua,,el gato le comió la lengua,,,cansado,inteligente,fue robado,,,,,,,,,,19:17.6,0,,,,,,,,,,,,
14360,1,cataclysm,cataclismo,,cataclismo,,,cataplasma,catarsis,caballista,,,,,,,1,,,,3,,,,,,,,,,,,
14363,1,catacomb,catacumba,,catacumba,,,catacumbas,catapulta,cataclismo,,,,,,,/c/cataco01.mp3               ,,,21/09/2016 0:00,3,,,,,,,,,,,,
14366,6,Catalan,catalán,,catalán,,,cabal,caballar,canalla,,,,,,,1,,,,3,,,,,,,,,,,,
14371,1,catalog,catálogo,,catálogo,,,catálisis,patólogo,patología,,,,,,,1,,,,3,,,,,,,,,,,,
14373,1,catalogue,catálogo,,catálogo,,,catástrofe,catálisis,patólogo,,,,,,,,,,,3,,,,,,,,,,,,
14376,1,catalpa,catalpa,,catalpa,,,catalina,catalán,caballa,,,,,,,1,,,,3,,,,,,,,,,,,
14378,1,catalyst,catalizador,,catalizador,,,catalina,cabalidad,calamidad,,,,,,,1,,,,3,,,,,,,,,,,,
14379,6,catalytic,catalítico,,catalítico,,,cadavérico,categórico,calorífico,,,,,,,1,,,,3,,,,,,,,,,,,
14383,1,catamaran,catamarán,,catamarán,,,calamar,calambre,calabacín,,,,,,,1,,,,3,,,,,,,,,,,,
14387,1,cataphora,catáfora,,catáfora,,,categoría,catástrofe,metáfora,,,,,,,1,,,,3,,,,,,,,,,,,
14392,1,catapult,catapulta,,catapulta,,,catacumbas,cataplasma,camarilla,,,,,,,1,,,,3,,,,,,,,,,,,
14394,1,cataract,catarata,,catarata,,,camarada,catalina,catarro,,,,,,,1,,,,3,,,,,,,,,,,,
14395,1,catarrh,catarro,,catarro,,,canario,catarata,catarsis,,,,,,,1,,,,3,,,,,,,,,,,,
14399,1,catastrophe,catástrofe,,catástrofe,,,claustrofobia,cabestrillo,comestibles,,,,,,,1,,,,3,,,,,,,,,,,,
14400,6,catastrophic,catastrófico,,catastrófico,,,coreográfico,filantrópico,misantrópico,,,,,,,,,,,3,,,,,,,,,,,,
14402,1,catatonia,catatonia,,catatonia,,,citatorio,colofonia,catacumbas,,,,,,,1,,,,3,,,,,,,,,,,,
14407,0,catbird seat,estar en una posición de poder o prominencia,,estar en una posición de poder o prominencia,,,esparcimiento,esperpento,estadounidense,,,,,,,,,,,3,,,,,,,,,,,,
14410,1,catcall,rechifla, abucheo,,rechifla,,,rencilla,rechazo,recámara,,,,,,,1,,,,3,,,,,,,,,,,
14412,1,catch,captura, atrapada, parada (de una pelota); redada (de pescado), presa (de caza); pestillo, pasador; problema, trampa, truco,,captura,,,cantera,cartera,cintura,,,,,,,1,,,,3,,,,,,
14421,8,catch on,comprender, ponerse de moda,,comprender,,phrasal verbs,desprender,reparar,agarrar,,,,,,,1,                              ,,47:38.0,3,,,,,,,,,,,
14422,8,catch one's breath,recobrar el aliento,,recobrar el aliento,,,tomar un trago,recobrar el dinero,recobrar el seguro,,,,,,,,,,12:21.9,2,,,,,,,,,,,,
14425,0,catch phrase,eslogan,,eslogan,,,discurso,palabra,opinión,,,,,,,,,,04:38.1,0,,,,,,,,,,,,
14426,8,catch up,alcanzar,,alcanzar,,,aferrar,afianzarse,agredir,,,,,,,                              ,,,31:52.4,3,,,,,,,,,,,,
14427,8,catch up with,reencontrarse, alcanzar,,reencontrarse,,,representarse,refaccionar,refinanciar,,,,,,,,,,21/09/2016 0:00,3,,,,,,,,,,,
14433,0,Catch-22,círculo vicioso,,círculo vicioso,,,cachondeo,jugada asombrosa,historia increíble,,,,,,,1,,,37:40.2,3,,,,,,,,,,,,
14438,1,catcher,catcher; receptor, -tora (en béisbol),,catcher; receptor,,,catcher,catéter,chuchería,,,,,,,1,,,,3,,,,,,,,,,,
14442,6,catching,contagioso,,contagioso,,,contiguo,fantasioso,contable,,,,,,,,,,,3,,,,,,,,,,,,
14449,1,catch-up,actividad de alcanzar a otra persona o grupo (en una actividad específica),,actividad de alcanzar a otra persona o grupo,,,actividad,activista,autoridad,,,,,,,/c/catch_02.mp3               ,,,21/09/2016 0:00,3,,,,,,,,,,,,
14452,1,catchword,eslogan, lema,,eslogan,,,esloveno,espesante,escofina,,,,,,,1,,,,3,,,,,,,,,,,
14453,6,catchy,pegajoso,,pegajoso,,,pesaroso,pegado,perezoso,,,,,,,1,,,,3,,,,,,,,,,,,
14456,1,catechism,catecismo,,catecismo,,,patetismo,fatalismo,cabecilla,,,,,,,1,,,,3,,,,,,,,,,,,
14465,6,categorical,categórico, absoluto, rotundo,,categórico,,,cadavérico,cacofónico,catalítico,,,,,,,1,,,,3,,,,,,,,,,
14468,1,categorization,categorización,,categorización,,,naturalización,pasteurización,escolarización,,,,,,,,,,,3,,,,,,,,,,,,
